Label,Message
Delivery,"Dear Guest, Thanks for choosing Gimme! Coffee. Order ID 3788. Delivery by 2010-07-01 13:21. Enjoy 23% discount on your next purchase. Code A07FRK. T&C."
Appointment,Appointment with Dr Martin in Belagavi on 2012-03-12 at 12:36 is confirmed. For queries call 1800 2485 8116. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:8541827381,TRAIN:57814,DOJ:2014-08-27,FC,ADD-BGP,Dep:14:36, Bryce,F3 20 , Fare:1881,SC:10.0+PG+INS"
Flight,The PNR for your AirAsia Flt 8S231 for KUU-TNI on 2012-07-27 at 23:25 hrs  is LVMDFD. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to University of the Rockies R.No. 489, 482, 500, 229 Ch.In 2014-02-04 9:16 Ch.out 2014-02-25 12:00."
Appointment,Appointment with Dr Abraham in Shivamogga on 2014-10-20 at 7:37 is confirmed. For queries call 1800 5513 8443. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:3852175142,TRAIN:24647,DOJ:2010-12-13,FC,ADRA-BDCR,Dep:21:29, Cayden,F7 85 , Fare:4473,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC83153253 opened on 2013-01-02 12:58hrs,ETD of your car is 2013-01-03 16:15hrs and est.repair amt is Rs.1365 Rgds, Hyundai Auto Agency"
Flight,The PNR for your JET Airways Flt 2K461 for BHO-RGH on 2009-10-13 at 17:13 hrs  is UL8ECI. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Khaan Buuz. Order ID 4626. Delivery by 2015-01-27 7:46. Enjoy 6% discount on your next purchase. Code CLMQL4. T&C."
Expiry,True Value : Service of your car KA43P3332 is due in 75 days on 2014-10-27. Please contact us at 9364647772 to book a service.
Delivery,"Dear Guest, Thanks for choosing Saeedi Center. Order ID 7345. Delivery by 2011-06-22 16:42. Enjoy 16% discount on your next purchase. Code WJJ3UE. T&C."
Flight,The PNR for your INDIGO Flt 6Y457 for IXM-ATQ on 2013-10-14 at 9:47 hrs  is GZKKJM. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Flight,The PNR for your Air India Flt 2Y315 for LKO-DHM on 2012-03-22 at 10:55 hrs  is F5SFTU. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Cab,"Thank you for choosing ucabs for 2012-03-20 at 20:45. Cab:KA27E5861 , Chauffer: Roberto, Cell: 9722751156 will reach you. T&C apply, visit www.ucabs.com"
Flight,The PNR for your SPICE JET Flt 7P273 for RAJ-COK on 2015-04-12 at 23:11 hrs  is ZFEWDA. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to Dakota Lake National Wildlife Refuge R.No. 425, 283, 380, 508 Ch.In 2010-12-30 6:38 Ch.out 2011-01-06 12:00."
Appointment,Appointment with Dr Daniel in TUMAKURU on 2012-12-30 at 2:32 is confirmed. For queries call 1800 6846 3786. Your appt. might get delayed in case the doctor is attending an emergency.
Flight,The PNR for your SPICE JET Flt 4W532 for TRV-STV on 2012-03-23 at 16:56 hrs  is VXBVBD. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Greens Restaurant. Order ID 3215. Delivery by 2013-11-22 23:41. Enjoy 10% discount on your next purchase. Code F4OB1F. T&C."
Appointment,Appointment with Dr Derek in PUTTAPARTHI on 2013-10-10 at 9:30 is confirmed. For queries call 1800 1353 7235. Your appt. might get delayed in case the doctor is attending an emergency.
Bus,* KSRTC m-Ticket *  from: TRICHY to: Mysuru PsngrName: Brayden TripCode: 347TRIMys PNR No.: J81706215 JnyDate: 2011-11-26 DepTime: 3:47  SeatNo.: 42  Class: Non-AC Sleeper  BoardingPt: TRICHY MG Road Txn Password: 6522 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
Train,"PNR:7714447665,TRAIN:1454,DOJ:2014-10-01,AC3,AKOR-BMR,Dep:10:47, Connor,B6 33 , Fare:9439,SC:10.0+PG+INS"
Reservation,"[Tail o' the Pup] Hi Jesus, your reservation is confirmed for 26 people on 2010-10-19 at 1:46. We can hold your table for a maximum of 20 mins."
Appointment,Appointment with Dr Taylor in NELLORE on 2013-04-10 at 23:10 is confirmed. For queries call 1800 2613 8364. Your appt. might get delayed in case the doctor is attending an emergency.
Flight,The PNR for your INDIGO Flt 7S154 for SUN-PBD on 2012-05-07 at 23:36 hrs  is VUXOUM. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Train,"PNR:3444472167,TRAIN:18684,DOJ:2014-08-29,FC,BNSA-BHKD,Dep:19:45, Manuel,F4 42 , Fare:3610,SC:10.0+PG+INS"
Appointment,Appointment with Dr Jace in KUMBAKONAM on 2013-10-05 at 18:14 is confirmed. For queries call 1800 3371 6144. Your appt. might get delayed in case the doctor is attending an emergency.
Delivery,"Dear Guest, Thanks for choosing Gourmet Burger Kitchen. Order ID 1535. Delivery by 2013-07-10 18:46. Enjoy 4% discount on your next purchase. Code BKXKFM. T&C."
Expiry,Maha Veer Auto Agency : Service of your car KA56J5658 is due in 66 days on 2015-03-25. Please contact us at 9755574353 to book a service.
Reservation,"[Menara Alor Setar] Hi Landon, your reservation is confirmed for 3 people on 2013-05-10 at 17:55. We can hold your table for a maximum of 33 mins."
Payment,Bill dated 2010-07-09 for Rs 771 has been generated for your Jio fixedline/broadband relationship no. 65875171. The same will reach you by 2010-07-12. Due date: 2010-07-24.
PickUp,"Repair ref.no for your car is JC11635648 opened on 2011-01-13 3:33hrs,ETD of your car is 2011-01-14 6:58hrs and est.repair amt is Rs.758 Rgds, Lakshmi Auto Agency"
Appointment,"DEAR Luis, THANK YOU FOR YOUR BOOKING (ORDER ID: 28337), YOUR ORDER HAS BEEN ASSIGNED TO Edgar(9337438145) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-07-02 at 6:20. FOR ASSISTANCE WHATSAPP US ON 8678433746."
Movie,"Hi Customer, Booking ID: W66H283. Seats: SILVER-I12,I13,I14,I15, 4 seat(s) for Kung Fu Panda 3 on 2014-09-10 4:16 at PVR: Market City, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Flight,The PNR for your AirAsia Flt 2X461 for MAA-GAY on 2012-04-28 at 19:29 hrs  is YJSGN5. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Flight,The PNR for your AirAsia Flt 7Z356 for SLV-RUP on 2012-01-06 at 3:15 hrs  is AFN4P9. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Train,"PNR:3835186476,TRAIN:8758,DOJ:2010-11-29,SL,BRGM-BSDP,Dep:3:47, Dustin,S4 15 , Fare:8520,SC:10.0+PG+INS"
Flight,The PNR for your SPICE JET Flt 5I356 for PAB-DEL on 2011-11-12 at 18:57 hrs  is QB4XU0. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: ALIKE to: Bengaluru PsngrName: Mitchell TripCode: 1110ALIBen PNR No.: J82598613 JnyDate: 2012-09-25 DepTime: 11:10  SeatNo.: 42, 59  Class: AC Sleeper  BoardingPt: ALIKE Bus Stand Road Txn Password: 4241 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Movie,"Hi Customer, Booking ID: WVJ9AB5. Seats: SILVER-J10,J11,J12,J13,J14,J15, 6 seat(s) for Sausage Party on 2009-10-20 21:22 at INOX: Garuda Swagath Mall, Jayanagar. Please carry your CC/DC card which was used for booking tickets."
Reservation,"[Mezcal's Mexican Restaurant] Hi Gavin, your reservation is confirmed for 2 people on 2014-03-12 at 22:43. We can hold your table for a maximum of 19 mins."
Hotel,"Welcome to Bickford 's R.No. 208, 538, 158 Ch.In 2013-06-12 20:42 Ch.out 2013-06-16 12:00."
Payment,Bill dated 2012-03-06 for Rs 1021 has been generated for your Docomo fixedline/broadband relationship no. 56775586. The same will reach you by 2012-03-09. Due date: 2012-03-21.
Delivery,"Dear Guest, Thanks for choosing Om Revolving Restaurant. Order ID 6368. Delivery by 2013-01-09 10:49. Enjoy 17% discount on your next purchase. Code BVEZX4. T&C."
Payment,Bill dated 2011-01-06 for Rs 133 has been generated for your Vodafone fixedline/broadband relationship no. 51647341. The same will reach you by 2011-01-09. Due date: 2011-01-21.
Cab,"Thank you for choosing KSRTC for 2014-09-28 at 0:24. Cab:KA73F2841 , Chauffer: David, Cell: 9785256482 will reach you. T&C apply, visit www.KSRTC.com"
Payment,Bill dated 2010-10-28 for Rs 342 has been generated for your Bsnl fixedline/broadband relationship no. 51136787. The same will reach you by 2010-10-31. Due date: 2010-11-12.
Expiry,Maruti Auto Agency : Service of your car KA34I1563 is due in 23 days on 2012-02-25. Please contact us at 9685453786 to book a service.
Delivery,"Dear Guest, Thanks for choosing jc penneys. Order ID 4875. Delivery by 2013-10-17 7:32. Enjoy 22% discount on your next purchase. Code OEEQRK. T&C."
Movie,"Hi Customer, Booking ID: WDO8VJ5. Seats: PLATINUM-D16,D17,D18,D19,D20,D21,D22, 7 seat(s) for Independence Day: Resurgence on 2015-06-23 4:49 at PVR: Arena Mahadevapura, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Train,"PNR:6368783284,TRAIN:87525,DOJ:2010-04-05,AC3,BHLE-BZU,Dep:16:39, Adam,B5 8 , Fare:6507,SC:10.0+PG+INS"
Appointment,Appointment with Dr Conner in Coimbatore on 2011-08-24 at 12:56 is confirmed. For queries call 1800 5545 2325. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:2312367844,TRAIN:66536,DOJ:2013-02-21,FC,BGRA-BSPR,Dep:13:51, Richard,F6 73 , Fare:6696,SC:10.0+PG+INS"
Payment,Bill dated 2014-06-20 for Rs 416 has been generated for your Jio fixedline/broadband relationship no. 52566711. The same will reach you by 2014-06-23. Due date: 2014-07-05.
Expiry,Maha Veer Auto Agency : Service of your car KA84G4584 is due in 43 days on 2013-12-28. Please contact us at 9541463677 to book a service.
Train,"PNR:8565425788,TRAIN:68371,DOJ:2013-05-16,SL,BAB-BLD,Dep:8:22, Jaden,S8 6 , Fare:9727,SC:10.0+PG+INS"
Movie,"Hi Customer, Booking ID: WAMIPFK. Seats: GOLD-I3,I4,I5,I6, 4 seat(s) for X-Men: Apocalypse on 2012-01-17 12:10 at Gopalan Miniplex: Signature Mall, Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing Uber for 2012-06-06 at 11:15. Cab:KA11E8118 , Chauffer: Parker, Cell: 9212443257 will reach you. T&C apply, visit www.Uber.com"
Appointment,Appointment with Dr Jake in Thiruvananthapuram on 2014-02-17 at 20:52 is confirmed. For queries call 1800 1144 1662. Your appt. might get delayed in case the doctor is attending an emergency.
Hotel,"Welcome to John F. Kennedy Memorial Bridge R.No. 389, 526, 189 Ch.In 2013-12-30 0:51 Ch.out 2014-01-17 12:00."
Train,"PNR:4743513866,TRAIN:85654,DOJ:2014-04-30,AC3,OSA-BHNE,Dep:18:17, Brody,B9 6 , Fare:6668,SC:10.0+PG+INS"
Flight,The PNR for your AirAsia Flt 8Q448 for MZU-PUI on 2010-12-04 at 0:20 hrs  is UZ3VJF. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
PickUp,"Repair ref.no for your car is JC66288171 opened on 2013-03-11 4:10hrs,ETD of your car is 2013-03-12 15:31hrs and est.repair amt is Rs.1993 Rgds, Lakshmi Auto Agency"
Payment,Bill dated 2014-12-27 for Rs 1143 has been generated for your Jio fixedline/broadband relationship no. 12224862. The same will reach you by 2014-12-30. Due date: 2015-01-11.
Bus,"* KSRTC m-Ticket *  from: Vijayawada to: SRIKALAHASTI PsngrName: Daniel TripCode: 1048VijSRI PNR No.: J98314485 JnyDate: 2012-06-20 DepTime: 10:48  SeatNo.: 48, 25, 35, 6, 16  Class: Non-AC Sleeper  BoardingPt: Vijayawada Rly Station Txn Password: 3737 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Movie,"Hi Customer, Booking ID: WBPI29P. Seats: GOLD-D14,D15,D16,D17, 4 seat(s) for Sully on 2010-01-12 19:45 at Triveni Theatre: Gandhinagar. Please carry your CC/DC card which was used for booking tickets."
Flight,The PNR for your SPICE JET Flt 3D421 for CDP-JDH on 2014-12-17 at 6:57 hrs  is RCKDWA. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing The Barn. Order ID 7847. Delivery by 2009-12-05 16:56. Enjoy 18% discount on your next purchase. Code LYYJ55. T&C."
Delivery,"Dear Guest, Thanks for choosing American Express Bakery. Order ID 1675. Delivery by 2013-03-20 6:21. Enjoy 15% discount on your next purchase. Code KROU03. T&C."
Delivery,"Dear Guest, Thanks for choosing kogi. Order ID 2568. Delivery by 2012-10-30 12:51. Enjoy 6% discount on your next purchase. Code BNJKT5. T&C."
Flight,The PNR for your Air India Flt 6Q463 for TEZ-GAU on 2015-03-12 at 22:51 hrs  is YJFD4Q. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: KUMBAKONAM to: UDUPI PsngrName: Ashton TripCode: 028KUMUDU PNR No.: J52209566 JnyDate: 2013-10-04 DepTime: 0:28  SeatNo.: 37, 6, 42, 12, 48, 52, 53, 56, 5  Class: Non-AC Sleeper  BoardingPt: KUMBAKONAM Residency Road Txn Password: 5853 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Expiry,Maha Veer Auto Agency : Service of your car KA36Z5366 is due in 63 days on 2012-10-06. Please contact us at 9351175817 to book a service.
PickUp,"Repair ref.no for your car is JC17678754 opened on 2011-07-16 2:58hrs,ETD of your car is 2011-07-17 10:27hrs and est.repair amt is Rs.2609 Rgds, Lakshmi Auto Agency"
Flight,The PNR for your INDIGO Flt 8G743 for BDQ-AMD on 2014-08-27 at 15:20 hrs  is GDY3JA. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Movie,"Hi Customer, Booking ID: W1MEF1X. Seats: STANDARD-I2,I3,I4,I5,I6,I7,I8, 7 seat(s) for La La Land on 2014-05-13 21:31 at INOX Lido: Off MG Road, Ulsoor. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing Wuv 's. Order ID 8235. Delivery by 2011-05-23 21:47. Enjoy 10% discount on your next purchase. Code YRSD58. T&C."
Delivery,"Dear Guest, Thanks for choosing Dhaba. Order ID 7267. Delivery by 2011-03-26 5:31. Enjoy 20% discount on your next purchase. Code NHCWI1. T&C."
Appointment,Appointment with Dr Peter in HUNDIMALA on 2012-02-24 at 14:52 is confirmed. For queries call 1800 4481 1117. Your appt. might get delayed in case the doctor is attending an emergency.
Flight,The PNR for your SPICE JET Flt 2F637 for GAU-MAA on 2013-04-19 at 9:30 hrs  is E49YPD. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Appointment,"DEAR Luis, THANK YOU FOR YOUR BOOKING (ORDER ID: 15278), YOUR ORDER HAS BEEN ASSIGNED TO Nolan(9388451452) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-02-03 at 4:13. FOR ASSISTANCE WHATSAPP US ON 8624528357."
PickUp,"Repair ref.no for your car is JC74368836 opened on 2011-08-07 4:57hrs,ETD of your car is 2011-08-08 12:49hrs and est.repair amt is Rs.280 Rgds, Aryan Auto Agency"
Appointment,Appointment with Dr Dalton in KARAIKUDI on 2013-12-19 at 13:19 is confirmed. For queries call 1800 6162 2567. Your appt. might get delayed in case the doctor is attending an emergency.
Hotel,"Welcome to Rasmussen College R.No. 119, 159 Ch.In 2015-01-25 21:54 Ch.out 2015-02-18 12:00."
Flight,The PNR for your JET Airways Flt 4K613 for BUP-DIB on 2014-09-10 at 20:36 hrs  is VMKF8V. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,True Value : Service of your car KA65H5671 is due in 82 days on 2015-03-17. Please contact us at 9865364636 to book a service.
Expiry,True Value : Service of your car KA41F8454 is due in 87 days on 2013-03-09. Please contact us at 9747184861 to book a service.
Train,"PNR:1513752555,TRAIN:62556,DOJ:2012-06-16,AC3,BUA-BRE,Dep:2:13, Johnathan,B3 85 , Fare:2815,SC:10.0+PG+INS"
Bus,"* KSRTC m-Ticket *  from: MANIPAL to: Mangaluru PsngrName: Travis TripCode: 1246MANMan PNR No.: J24752368 JnyDate: 2012-05-05 DepTime: 12:46  SeatNo.: 35, 14, 15, 18, 21, 55, 30  Class: AC Sleeper  BoardingPt: MANIPAL Residency Road Txn Password: 7634 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Flight,The PNR for your SPICE JET Flt 6K527 for SUN-NMB on 2011-07-21 at 10:20 hrs  is D314G7. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Reservation,"[Blimpies] Hi Zane, your reservation is confirmed for 9 people on 2010-08-11 at 7:19. We can hold your table for a maximum of 40 mins."
Appointment,Appointment with Dr Jaylen in KOLAR GOLD FIELD on 2012-06-15 at 16:21 is confirmed. For queries call 1800 8754 1717. Your appt. might get delayed in case the doctor is attending an emergency.
Delivery,"Dear Guest, Thanks for choosing Bella Italia. Order ID 3746. Delivery by 2014-12-17 21:17. Enjoy 2% discount on your next purchase. Code CSR7WO. T&C."
Reservation,"[Peter Piper Pizza] Hi James, your reservation is confirmed for 1 people on 2009-12-07 at 18:45. We can hold your table for a maximum of 31 mins."
PickUp,"Repair ref.no for your car is JC64848136 opened on 2009-08-27 22:36hrs,ETD of your car is 2009-08-28 5:46hrs and est.repair amt is Rs.3009 Rgds, Maruti Auto Agency"
Payment,Bill dated 2015-07-29 for Rs 557 has been generated for your Aircel fixedline/broadband relationship no. 17673231. The same will reach you by 2015-08-01. Due date: 2015-08-13.
Cab,"Thank you for choosing KSRTC for 2013-11-07 at 4:33. Cab:KA37S1423 , Chauffer: Paul, Cell: 9126217877 will reach you. T&C apply, visit www.KSRTC.com"
Payment,Bill dated 2014-11-02 for Rs 848 has been generated for your Aircel fixedline/broadband relationship no. 46837223. The same will reach you by 2014-11-05. Due date: 2014-11-17.
Reservation,"[Tino's Delicatessen] Hi Colby, your reservation is confirmed for 24 people on 2013-07-08 at 23:26. We can hold your table for a maximum of 21 mins."
Flight,The PNR for your SPICE JET Flt 5K788 for DIU-TNI on 2011-04-16 at 19:18 hrs  is JW3PFF. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Bus,"* KSRTC m-Ticket *  from: Bengaluru to: Pune PsngrName: Timothy TripCode: 854BenPun PNR No.: J67842851 JnyDate: 2011-05-16 DepTime: 8:54  SeatNo.: 54, 8, 9, 45, 52, 53, 22, 28, 30  Class: AC chair  BoardingPt: Bengaluru Rly Station Txn Password: 8878 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Hotel,"Welcome to First Avenue South Bridge R.No. 136, 153, 276, 325 Ch.In 2014-02-09 8:21 Ch.out 2014-02-16 12:00."
Appointment,"DEAR Brian, THANK YOU FOR YOUR BOOKING (ORDER ID: 74211), YOUR ORDER HAS BEEN ASSIGNED TO Eli(9742731617) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-11-07 at 8:47. FOR ASSISTANCE WHATSAPP US ON 8346576623."
Expiry,Lakshmi Auto Agency : Service of your car KA82O4782 is due in 68 days on 2014-10-31. Please contact us at 9487888288 to book a service.
Delivery,"Dear Guest, Thanks for choosing Shezan. Order ID 7346. Delivery by 2012-07-28 16:56. Enjoy 1% discount on your next purchase. Code W94CND. T&C."
Cab,"Thank you for choosing Ola for 2011-08-13 at 0:24. Cab:KA45S1156 , Chauffer: Aaron, Cell: 9554772135 will reach you. T&C apply, visit www.Ola.com"
Payment,Bill dated 2015-06-03 for Rs 574 has been generated for your Reliance fixedline/broadband relationship no. 73416713. The same will reach you by 2015-06-06. Due date: 2015-06-18.
Payment,Bill dated 2014-09-16 for Rs 1195 has been generated for your Idea fixedline/broadband relationship no. 63284315. The same will reach you by 2014-09-19. Due date: 2014-10-01.
Cab,"Thank you for choosing AirportTaxi for 2015-05-14 at 23:14. Cab:KA37A4635 , Chauffer: Carson, Cell: 9173756622 will reach you. T&C apply, visit www.AirportTaxi.com"
Movie,"Hi Customer, Booking ID: WCXP2PS. Seats: GOLD-B4,B5,B6,B7,B8, 5 seat(s) for X-Men: Apocalypse on 2015-05-23 3:15 at Cauvery Theatre: Sankey Road. Please carry your CC/DC card which was used for booking tickets."
Reservation,"[Mikes Pizza] Hi Patrick, your reservation is confirmed for 8 people on 2012-10-12 at 19:17. We can hold your table for a maximum of 19 mins."
Flight,The PNR for your INDIGO Flt 7A631 for AGX-IXM on 2011-10-16 at 11:36 hrs  is JH75XB. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
